"Dstat 0.7.2 CSV output"
"Author:","Dag Wieers <dag@wieers.com>",,,,"URL:","http://dag.wieers.com/home-made/dstat/"
"Host:","search6",,,,"User:","a57816"
"Cmdline:","dstat -tvfnml --output __.csv",,,,"Date:","22 Feb 2016 19:55:37 WET"

"system","procs",,,"memory usage",,,,"paging",,"dsk/sda",,"system",,"cpu0 usage",,,,,,"net/eth0",,"net/eth1",,"memory usage",,,,"load avg",,
22-02 19:58:31,2.0,0.0,14.0,1328132096.0,21450752.0,2201526272.0,603561984.0,53248.0,0.0,53248.0,0.0,2962.0,3185.0,45.455,40.404,13.131,0.0,0.0,1.010,2827.0,9215.0,972849.0,209561.0,1328132096.0,21450752.0,2201526272.0,603561984.0,0.510,0.340,0.400
22-02 19:58:32,1.0,0.0,0.0,1325543424.0,21450752.0,2202447872.0,605229056.0,0.0,0.0,0.0,0.0,2147.0,3126.0,5.208,2.083,91.667,0.0,0.0,1.042,23673.0,12194.0,944974.0,66616.0,1325543424.0,21450752.0,2202447872.0,605229056.0,0.470,0.330,0.400
22-02 19:58:33,1.0,0.0,0.0,1324056576.0,21458944.0,2203394048.0,605761536.0,0.0,0.0,0.0,81920.0,3445.0,3302.0,3.297,2.198,90.110,3.297,0.0,1.099,88689.0,27639266.0,977884.0,29062.0,1324056576.0,21458944.0,2203394048.0,605761536.0,0.470,0.330,0.400
22-02 19:58:34,0.0,0.0,0.0,1324163072.0,21467136.0,2204168192.0,604872704.0,0.0,0.0,0.0,40960.0,2080.0,6952.0,11.224,13.265,72.449,0.0,1.020,2.041,13981.0,2322.0,858323.0,26830.0,1324163072.0,21467136.0,2204168192.0,604872704.0,0.470,0.330,0.400
22-02 19:58:35,1.0,0.0,0.0,1324118016.0,21467136.0,2205102080.0,603983872.0,0.0,0.0,0.0,0.0,1988.0,3161.0,3.125,1.042,94.792,1.042,0.0,0.0,13070.0,3034.0,924632.0,25314.0,1324118016.0,21467136.0,2205102080.0,603983872.0,0.470,0.330,0.400
22-02 19:58:36,1.0,0.0,1.0,1325432832.0,21467136.0,2205954048.0,601817088.0,0.0,0.0,0.0,0.0,2206.0,3200.0,5.263,1.053,92.632,0.0,0.0,1.053,11827.0,18460.0,940466.0,31100.0,1325432832.0,21467136.0,2205954048.0,601817088.0,0.470,0.330,0.400
22-02 19:58:37,0.0,0.0,0.0,1325457408.0,21467136.0,2206928896.0,600817664.0,0.0,0.0,0.0,0.0,2181.0,3283.0,4.167,1.042,93.750,0.0,1.042,0.0,14009.0,5057.0,1022267.0,33668.0,1325457408.0,21467136.0,2206928896.0,600817664.0,0.430,0.320,0.400
22-02 19:58:38,2.0,0.0,0.0,1325355008.0,21467136.0,2207793152.0,600055808.0,0.0,0.0,0.0,0.0,2103.0,3209.0,6.316,1.053,92.632,0.0,0.0,0.0,7981.0,45312.0,862622.0,31540.0,1325355008.0,21467136.0,2207793152.0,600055808.0,0.430,0.320,0.400
22-02 19:58:39,2.0,0.0,0.0,1325391872.0,21467136.0,2208518144.0,599293952.0,0.0,0.0,0.0,0.0,2054.0,3177.0,2.105,1.053,95.789,0.0,0.0,1.053,2486.0,5244.0,858398.0,30006.0,1325391872.0,21467136.0,2208518144.0,599293952.0,0.430,0.320,0.400
22-02 19:58:40,2.0,0.0,0.0,1325379584.0,21475328.0,2209411072.0,598405120.0,0.0,0.0,0.0,217088.0,2107.0,3288.0,3.125,2.083,87.500,7.292,0.0,0.0,6119.0,10174.0,924402.0,30788.0,1325379584.0,21475328.0,2209411072.0,598405120.0,0.430,0.320,0.400
22-02 19:58:41,1.0,0.0,0.0,1325322240.0,21475328.0,2210332672.0,597540864.0,0.0,0.0,0.0,0.0,2086.0,3130.0,3.125,1.042,94.792,0.0,1.042,0.0,5348.0,7779.0,944290.0,30658.0,1325322240.0,21475328.0,2210332672.0,597540864.0,0.430,0.320,0.400
22-02 19:58:42,1.0,0.0,0.0,1325314048.0,21475328.0,2211229696.0,596652032.0,0.0,0.0,0.0,0.0,1985.0,3151.0,2.105,1.053,96.842,0.0,0.0,0.0,6222.0,8653.0,901426.0,25040.0,1325314048.0,21475328.0,2211229696.0,596652032.0,0.400,0.320,0.390
22-02 19:58:43,2.0,0.0,0.0,1325285376.0,21475328.0,2212147200.0,595763200.0,0.0,0.0,0.0,0.0,2179.0,3348.0,3.158,1.053,94.737,0.0,0.0,1.053,7526.0,17025.0,960726.0,34980.0,1325285376.0,21475328.0,2212147200.0,595763200.0,0.400,0.320,0.390
22-02 19:58:44,1.0,0.0,0.0,1325363200.0,21475328.0,2212958208.0,594874368.0,0.0,0.0,0.0,4096.0,2126.0,3158.0,3.158,1.053,95.789,0.0,0.0,0.0,27931.0,17332.0,898512.0,38986.0,1325363200.0,21475328.0,2212958208.0,594874368.0,0.400,0.320,0.390
22-02 19:58:45,0.0,0.0,0.0,1325387776.0,21483520.0,2213814272.0,593985536.0,0.0,0.0,0.0,135168.0,2091.0,3172.0,3.125,1.042,87.500,7.292,1.042,0.0,23029.0,20839.0,929316.0,34172.0,1325387776.0,21483520.0,2213814272.0,593985536.0,0.400,0.320,0.390
22-02 19:58:46,1.0,0.0,0.0,1325363200.0,21491712.0,2214719488.0,593096704.0,0.0,0.0,0.0,16384.0,2109.0,3283.0,3.191,0.0,93.617,3.191,0.0,0.0,9802.0,11100.0,959434.0,32058.0,1325363200.0,21491712.0,2214719488.0,593096704.0,0.400,0.320,0.390
22-02 19:58:47,1.0,0.0,0.0,1325363200.0,21491712.0,2215608320.0,592207872.0,0.0,0.0,0.0,0.0,2046.0,3073.0,3.061,2.041,93.878,0.0,0.0,1.020,2035.0,8215.0,901535.0,28576.0,1325363200.0,21491712.0,2215608320.0,592207872.0,0.370,0.310,0.390
22-02 19:58:48,1.0,0.0,0.0,1325494272.0,21491712.0,2216493056.0,591192064.0,0.0,0.0,0.0,0.0,1981.0,4159.0,3.158,1.053,94.737,0.0,0.0,1.053,1216.0,3916.0,914388.0,25444.0,1325494272.0,21491712.0,2216493056.0,591192064.0,0.370,0.310,0.390
22-02 19:58:49,1.0,0.0,1.0,1325674496.0,21491712.0,2217455616.0,590049280.0,102400.0,0.0,102400.0,8192.0,2261.0,6611.0,16.495,17.526,61.856,3.093,0.0,1.031,2610.0,5243.0,957372.0,40332.0,1325674496.0,21491712.0,2217455616.0,590049280.0,0.370,0.310,0.390
22-02 19:58:50,0.0,0.0,0.0,1325678592.0,21491712.0,2218340352.0,589160448.0,0.0,0.0,0.0,45056.0,2048.0,3016.0,2.062,1.031,94.845,0.0,1.031,1.031,8662.0,5222.0,925014.0,30156.0,1325678592.0,21491712.0,2218340352.0,589160448.0,0.370,0.310,0.390
22-02 19:58:51,1.0,0.0,0.0,1325854720.0,21491712.0,2219180032.0,588144640.0,0.0,0.0,0.0,0.0,2180.0,3242.0,3.158,1.053,95.789,0.0,0.0,0.0,48445.0,19607.0,940322.0,28398.0,1325854720.0,21491712.0,2219180032.0,588144640.0,0.370,0.310,0.390
22-02 19:58:52,1.0,0.0,0.0,1325764608.0,21491712.0,2220032000.0,587382784.0,0.0,0.0,0.0,0.0,1980.0,3040.0,3.125,1.042,95.833,0.0,0.0,0.0,13464.0,6428.0,873984.0,27522.0,1325764608.0,21491712.0,2220032000.0,587382784.0,0.340,0.310,0.390
22-02 19:58:53,0.0,0.0,0.0,1325879296.0,21491712.0,2220933120.0,586366976.0,0.0,0.0,0.0,0.0,2035.0,3236.0,3.158,1.053,95.789,0.0,0.0,0.0,1409.0,7366.0,980579.0,27030.0,1325879296.0,21491712.0,2220933120.0,586366976.0,0.340,0.310,0.390
22-02 19:58:54,0.0,0.0,0.0,1325879296.0,21499904.0,2221813760.0,585478144.0,0.0,0.0,0.0,28672.0,2110.0,3244.0,2.128,1.064,88.298,8.511,0.0,0.0,1182.0,8246.0,916168.0,33876.0,1325879296.0,21499904.0,2221813760.0,585478144.0,0.340,0.310,0.390
22-02 19:58:55,2.0,0.0,0.0,1325785088.0,21499904.0,2222669824.0,584716288.0,0.0,0.0,0.0,90112.0,2151.0,3297.0,3.093,1.031,93.814,0.0,1.031,1.031,6596.0,15073.0,927960.0,31988.0,1325785088.0,21499904.0,2222669824.0,584716288.0,0.340,0.310,0.390
22-02 19:58:56,1.0,0.0,0.0,1326006272.0,21499904.0,2223591424.0,583573504.0,0.0,0.0,0.0,0.0,2118.0,3194.0,3.191,0.0,96.809,0.0,0.0,0.0,3873.0,10964.0,940394.0,32230.0,1326006272.0,21499904.0,2223591424.0,583573504.0,0.340,0.310,0.390
22-02 19:58:57,2.0,0.0,0.0,1325916160.0,21499904.0,2224443392.0,582811648.0,0.0,0.0,0.0,0.0,2029.0,3084.0,3.125,1.042,95.833,0.0,0.0,0.0,6159.0,19981.0,907838.0,28878.0,1325916160.0,21499904.0,2224443392.0,582811648.0,0.310,0.300,0.390
22-02 19:58:58,1.0,0.0,0.0,1325887488.0,21499904.0,2225360896.0,581922816.0,0.0,0.0,0.0,0.0,2086.0,3199.0,3.093,2.062,93.814,0.0,0.0,1.031,5887.0,2710.0,942314.0,30516.0,1325887488.0,21499904.0,2225360896.0,581922816.0,0.310,0.300,0.390
22-02 19:58:59,1.0,1.0,0.0,1325924352.0,21504000.0,2226208768.0,581033984.0,0.0,0.0,0.0,8192.0,2000.0,3016.0,2.083,1.042,93.750,2.083,1.042,0.0,2288.0,3795.0,916652.0,28784.0,1325924352.0,21504000.0,2226208768.0,581033984.0,0.310,0.300,0.390
22-02 19:59:00,1.0,0.0,0.0,1326211072.0,21508096.0,2227314688.0,579637248.0,0.0,0.0,0.0,86016.0,2091.0,3178.0,5.263,1.053,87.368,6.316,0.0,0.0,7886.0,16797.0,914200.0,26858.0,1326211072.0,21508096.0,2227314688.0,579637248.0,0.310,0.300,0.390
22-02 19:59:01,2.0,0.0,0.0,1326211072.0,21508096.0,2228203520.0,578748416.0,0.0,0.0,0.0,0.0,2068.0,3147.0,3.158,1.053,95.789,0.0,0.0,0.0,3123.0,12766.0,967408.0,29566.0,1326211072.0,21508096.0,2228203520.0,578748416.0,0.310,0.300,0.390
22-02 19:59:02,1.0,0.0,0.0,1326170112.0,21508096.0,2229133312.0,577859584.0,0.0,0.0,0.0,0.0,2055.0,3145.0,3.125,1.042,94.792,0.0,0.0,1.042,2515.0,14305.0,953178.0,28546.0,1326170112.0,21508096.0,2229133312.0,577859584.0,0.290,0.300,0.390
22-02 19:59:03,1.0,0.0,0.0,1326231552.0,21508096.0,2230087680.0,576843776.0,0.0,0.0,0.0,0.0,2248.0,7202.0,12.245,15.306,70.408,0.0,0.0,2.041,7620.0,16093.0,961176.0,29130.0,1326231552.0,21508096.0,2230087680.0,576843776.0,0.290,0.300,0.390
22-02 19:59:04,1.0,0.0,0.0,1326153728.0,21508096.0,2230927360.0,576081920.0,0.0,0.0,0.0,0.0,2067.0,3128.0,2.128,1.064,96.809,0.0,0.0,0.0,12154.0,20848.0,921164.0,29684.0,1326153728.0,21508096.0,2230927360.0,576081920.0,0.290,0.300,0.390
22-02 19:59:05,0.0,0.0,0.0,1326235648.0,21508096.0,2231734272.0,575193088.0,0.0,0.0,0.0,0.0,2034.0,3074.0,3.093,0.0,94.845,0.0,1.031,1.031,9530.0,7678.0,885399.0,31072.0,1326235648.0,21508096.0,2231734272.0,575193088.0,0.290,0.300,0.390
22-02 19:59:06,2.0,0.0,0.0,1326280704.0,21524480.0,2232561664.0,574304256.0,0.0,0.0,0.0,77824.0,1962.0,3045.0,3.125,1.042,90.625,5.208,0.0,0.0,3607.0,9041.0,847172.0,25998.0,1326280704.0,21524480.0,2232561664.0,574304256.0,0.290,0.300,0.390
22-02 19:59:07,1.0,0.0,0.0,1326215168.0,21524480.0,2233389056.0,573542400.0,0.0,0.0,0.0,0.0,1987.0,3168.0,2.128,1.064,96.809,0.0,0.0,0.0,6734.0,10005.0,898378.0,26012.0,1326215168.0,21524480.0,2233389056.0,573542400.0,0.260,0.290,0.380
22-02 19:59:08,1.0,0.0,0.0,1326358528.0,21524480.0,2234388480.0,572399616.0,0.0,0.0,0.0,0.0,3654.0,3429.0,3.297,1.099,93.407,0.0,1.099,1.099,105128.0,32144760.0,986024.0,34554.0,1326358528.0,21524480.0,2234388480.0,572399616.0,0.260,0.290,0.380
22-02 19:59:09,2.0,0.0,0.0,1326407680.0,21524480.0,2235228160.0,571510784.0,0.0,0.0,0.0,0.0,2111.0,3115.0,3.093,2.062,93.814,0.0,0.0,1.031,1538.0,2082.0,946856.0,33102.0,1326407680.0,21524480.0,2235228160.0,571510784.0,0.260,0.290,0.380
22-02 19:59:10,0.0,0.0,0.0,1326317568.0,21524480.0,2236080128.0,570748928.0,0.0,0.0,0.0,204800.0,1970.0,3035.0,3.158,1.053,95.789,0.0,0.0,0.0,2497.0,3233.0,865178.0,26994.0,1326317568.0,21524480.0,2236080128.0,570748928.0,0.260,0.290,0.380
22-02 19:59:11,2.0,0.0,0.0,1326321664.0,21524480.0,2236964864.0,569860096.0,0.0,0.0,0.0,0.0,2045.0,3244.0,3.158,1.053,95.789,0.0,0.0,0.0,988.0,3262.0,953914.0,28090.0,1326321664.0,21524480.0,2236964864.0,569860096.0,0.260,0.290,0.380
22-02 19:59:12,1.0,0.0,0.0,1326354432.0,21532672.0,2237812736.0,568971264.0,0.0,0.0,0.0,20480.0,2032.0,2987.0,3.125,1.042,91.667,3.125,0.0,1.042,30971.0,4877.0,878698.0,30984.0,1326354432.0,21532672.0,2237812736.0,568971264.0,0.240,0.290,0.380
22-02 19:59:13,2.0,0.0,0.0,1326403584.0,21532672.0,2238652416.0,568082432.0,0.0,0.0,0.0,0.0,2054.0,3147.0,3.125,1.042,94.792,0.0,1.042,0.0,16140.0,21640.0,890340.0,28918.0,1326403584.0,21532672.0,2238652416.0,568082432.0,0.240,0.290,0.380
22-02 19:59:14,0.0,0.0,0.0,1326534656.0,21532672.0,2239537152.0,567066624.0,0.0,0.0,0.0,4096.0,2064.0,3144.0,3.125,1.042,95.833,0.0,0.0,0.0,2662.0,3596.0,931150.0,30234.0,1326534656.0,21532672.0,2239537152.0,567066624.0,0.240,0.290,0.380
22-02 19:59:15,0.0,0.0,0.0,1326432256.0,21540864.0,2240393216.0,566304768.0,0.0,0.0,0.0,20480.0,2072.0,3162.0,2.151,0.0,94.624,3.226,0.0,0.0,1907.0,19514.0,924412.0,32150.0,1326432256.0,21540864.0,2240393216.0,566304768.0,0.240,0.290,0.380
22-02 19:59:16,1.0,0.0,0.0,1326432256.0,21540864.0,2241282048.0,565415936.0,0.0,0.0,0.0,0.0,2007.0,3173.0,3.061,2.041,92.857,0.0,1.020,1.020,22484.0,7633.0,915868.0,25574.0,1326432256.0,21540864.0,2241282048.0,565415936.0,0.240,0.290,0.380
22-02 19:59:17,2.0,0.0,0.0,1326612480.0,21540864.0,2242244608.0,564273152.0,0.0,0.0,0.0,0.0,2147.0,7473.0,8.333,12.500,77.083,0.0,0.0,2.083,22942.0,15164.0,944961.0,28474.0,1326612480.0,21540864.0,2242244608.0,564273152.0,0.380,0.310,0.390
22-02 19:59:18,1.0,0.0,0.0,1326530560.0,21549056.0,2243080192.0,563511296.0,0.0,0.0,0.0,12288.0,2093.0,3095.0,6.250,3.125,88.542,2.083,0.0,0.0,4858.0,17758.0,913748.0,28230.0,1326530560.0,21549056.0,2243080192.0,563511296.0,0.380,0.310,0.390
22-02 19:59:19,0.0,0.0,0.0,1326649344.0,21549056.0,2243977216.0,562495488.0,0.0,0.0,0.0,8192.0,2157.0,3246.0,4.167,0.0,94.792,0.0,0.0,1.042,2398.0,27166.0,984966.0,45034.0,1326649344.0,21549056.0,2243977216.0,562495488.0,0.380,0.310,0.390
22-02 19:59:20,2.0,0.0,0.0,1326645248.0,21549056.0,2244870144.0,561606656.0,0.0,0.0,0.0,49152.0,2065.0,3121.0,2.105,1.053,96.842,0.0,0.0,0.0,3087.0,15652.0,931210.0,29052.0,1326645248.0,21549056.0,2244870144.0,561606656.0,0.380,0.310,0.390
22-02 19:59:21,1.0,0.0,0.0,1326538752.0,21549056.0,2245738496.0,560844800.0,0.0,0.0,0.0,0.0,2052.0,3085.0,3.125,1.042,94.792,0.0,0.0,1.042,12892.0,21060.0,897916.0,28382.0,1326538752.0,21549056.0,2245738496.0,560844800.0,0.380,0.310,0.390
22-02 19:59:22,1.0,0.0,0.0,1326702592.0,21549056.0,2246590464.0,559828992.0,0.0,0.0,0.0,0.0,2025.0,3126.0,3.061,1.020,93.878,1.020,1.020,0.0,9993.0,14045.0,894296.0,26382.0,1326702592.0,21549056.0,2246590464.0,559828992.0,0.350,0.310,0.390
22-02 19:59:23,1.0,0.0,1.0,1325187072.0,21549056.0,2247462912.0,560472064.0,0.0,0.0,0.0,0.0,2170.0,3291.0,6.316,5.263,88.421,0.0,0.0,0.0,17589.0,25834.0,950092.0,35813.0,1325187072.0,21549056.0,2247462912.0,560472064.0,0.350,0.310,0.390
22-02 19:59:24,1.0,0.0,0.0,1325096960.0,21549056.0,2248314880.0,559710208.0,0.0,0.0,0.0,0.0,2080.0,3083.0,3.125,1.042,94.792,0.0,0.0,1.042,22250.0,5676.0,903888.0,29968.0,1325096960.0,21549056.0,2248314880.0,559710208.0,0.350,0.310,0.390
22-02 19:59:25,1.0,0.0,0.0,1325056000.0,21549056.0,2249244672.0,558821376.0,0.0,0.0,0.0,4096.0,2059.0,3126.0,2.128,1.064,96.809,0.0,0.0,0.0,5589.0,4956.0,907683.0,29973.0,1325056000.0,21549056.0,2249244672.0,558821376.0,0.350,0.310,0.390
22-02 19:59:26,0.0,0.0,1.0,1326632960.0,21549056.0,2250088448.0,556400640.0,0.0,0.0,0.0,0.0,2184.0,3171.0,6.122,2.041,89.796,0.0,1.020,1.020,10805.0,19215.0,925386.0,30850.0,1326632960.0,21549056.0,2250088448.0,556400640.0,0.350,0.310,0.390
22-02 19:59:27,1.0,0.0,0.0,1326653440.0,21549056.0,2250956800.0,555511808.0,0.0,0.0,0.0,0.0,2066.0,3236.0,3.158,1.053,95.789,0.0,0.0,0.0,23291.0,7005.0,953410.0,27784.0,1326653440.0,21549056.0,2250956800.0,555511808.0,0.320,0.300,0.380
22-02 19:59:28,0.0,0.0,84.0,1326796800.0,21557248.0,2251948032.0,554369024.0,0.0,0.0,0.0,12288.0,2155.0,3371.0,4.167,7.292,85.417,2.083,0.0,1.042,9628.0,7833.0,971902.0,29784.0,1326796800.0,21557248.0,2251948032.0,554369024.0,0.320,0.300,0.380
22-02 19:59:29,2.0,0.0,1.0,1326874624.0,21557248.0,2252759040.0,553480192.0,0.0,0.0,0.0,0.0,2012.0,3110.0,2.105,1.053,96.842,0.0,0.0,0.0,2246.0,7940.0,899952.0,29760.0,1326874624.0,21557248.0,2252759040.0,553480192.0,0.320,0.300,0.380
22-02 19:59:30,0.0,0.0,0.0,1326845952.0,21557248.0,2253676544.0,552591360.0,0.0,0.0,0.0,0.0,2055.0,3101.0,3.158,1.053,95.789,0.0,0.0,0.0,19279.0,10068.0,952068.0,29454.0,1326845952.0,21557248.0,2253676544.0,552591360.0,0.320,0.300,0.380
22-02 19:59:31,0.0,0.0,0.0,1327071232.0,21557248.0,2254721024.0,551321600.0,0.0,0.0,0.0,0.0,2017.0,3044.0,4.167,2.083,93.750,0.0,0.0,0.0,2091.0,9921.0,918500.0,28090.0,1327071232.0,21557248.0,2254721024.0,551321600.0,0.320,0.300,0.380
22-02 19:59:32,1.0,0.0,0.0,1326964736.0,21557248.0,2255589376.0,550559744.0,0.0,0.0,0.0,0.0,2091.0,6916.0,12.500,11.458,72.917,0.0,0.0,3.125,13096.0,1410.0,852918.0,26978.0,1326964736.0,21557248.0,2255589376.0,550559744.0,0.300,0.300,0.380
22-02 19:59:33,1.0,0.0,0.0,1327034368.0,21557248.0,2256408576.0,549670912.0,0.0,0.0,0.0,0.0,1995.0,3059.0,3.093,1.031,94.845,0.0,1.031,0.0,1518.0,2106.0,890928.0,27578.0,1327034368.0,21557248.0,2256408576.0,549670912.0,0.300,0.300,0.380
22-02 19:59:34,2.0,0.0,0.0,1327054848.0,21557248.0,2257276928.0,548782080.0,0.0,0.0,0.0,0.0,2022.0,3124.0,2.083,1.042,95.833,0.0,0.0,1.042,23244.0,5275.0,921916.0,27330.0,1327054848.0,21557248.0,2257276928.0,548782080.0,0.300,0.300,0.380
22-02 19:59:35,1.0,0.0,0.0,1327058944.0,21557248.0,2258161664.0,547893248.0,0.0,0.0,0.0,102400.0,2004.0,3119.0,2.128,1.064,96.809,0.0,0.0,0.0,18042.0,11216.0,927414.0,26798.0,1327058944.0,21557248.0,2258161664.0,547893248.0,0.300,0.300,0.380
22-02 19:59:36,2.0,0.0,0.0,1327054848.0,21565440.0,2259046400.0,547004416.0,0.0,0.0,0.0,16384.0,2068.0,3175.0,3.158,1.053,91.579,4.211,0.0,0.0,15625.0,13257.0,944755.0,27720.0,1327054848.0,21565440.0,2259046400.0,547004416.0,0.300,0.300,0.380
22-02 19:59:37,0.0,0.0,0.0,1327013888.0,21573632.0,2259968000.0,546115584.0,0.0,0.0,0.0,28672.0,2193.0,3260.0,4.167,2.083,90.625,3.125,0.0,0.0,26736.0,28434.0,940242.0,31260.0,1327013888.0,21573632.0,2259968000.0,546115584.0,0.270,0.290,0.380
22-02 19:59:38,1.0,0.0,0.0,1325707264.0,21573632.0,2260893696.0,546496512.0,0.0,0.0,0.0,0.0,3557.0,3460.0,3.158,3.158,89.474,1.053,1.053,2.105,103997.0,27565264.0,968390.0,32648.0,1325707264.0,21573632.0,2260893696.0,546496512.0,0.270,0.290,0.380
22-02 19:59:39,2.0,1.0,0.0,1325711360.0,21573632.0,2261778432.0,545607680.0,0.0,0.0,0.0,4096.0,2062.0,3196.0,3.191,1.064,94.681,1.064,0.0,0.0,2242.0,11306.0,913102.0,29460.0,1325711360.0,21573632.0,2261778432.0,545607680.0,0.270,0.290,0.380
22-02 19:59:40,0.0,0.0,0.0,1325654016.0,21573632.0,2262597632.0,544845824.0,0.0,0.0,0.0,258048.0,2047.0,3136.0,3.093,1.031,91.753,3.093,0.0,1.031,14508.0,25005.0,891512.0,28194.0,1325654016.0,21573632.0,2262597632.0,544845824.0,0.270,0.290,0.380
22-02 19:59:41,1.0,0.0,0.0,1325666304.0,21573632.0,2263474176.0,543956992.0,0.0,0.0,0.0,0.0,2060.0,3156.0,2.105,1.053,95.789,0.0,1.053,0.0,7401.0,10646.0,904776.0,29062.0,1325666304.0,21573632.0,2263474176.0,543956992.0,0.270,0.290,0.380
22-02 19:59:42,1.0,0.0,0.0,1325600768.0,21581824.0,2264293376.0,543195136.0,0.0,0.0,0.0,16384.0,2006.0,3058.0,3.093,1.031,88.660,7.216,0.0,0.0,6467.0,9529.0,855246.0,28252.0,1325600768.0,21581824.0,2264293376.0,543195136.0,0.250,0.290,0.380
22-02 19:59:43,1.0,0.0,0.0,1325694976.0,21581824.0,2265214976.0,542179328.0,0.0,0.0,0.0,0.0,2063.0,3277.0,3.125,1.042,94.792,0.0,0.0,1.042,6925.0,37680.0,985504.0,28248.0,1325694976.0,21581824.0,2265214976.0,542179328.0,0.250,0.290,0.380
22-02 19:59:44,1.0,0.0,0.0,1325666304.0,21581824.0,2266132480.0,541290496.0,0.0,0.0,0.0,0.0,2116.0,3156.0,3.158,1.053,95.789,0.0,0.0,0.0,9656.0,2121.0,969730.0,31550.0,1325666304.0,21581824.0,2266132480.0,541290496.0,0.250,0.290,0.380
22-02 19:59:45,0.0,0.0,0.0,1325727744.0,21590016.0,2267078656.0,540274688.0,0.0,0.0,0.0,20480.0,2097.0,3179.0,3.158,1.053,92.632,2.105,1.053,0.0,13580.0,3043.0,981246.0,29872.0,1325727744.0,21590016.0,2267078656.0,540274688.0,0.250,0.290,0.380
22-02 19:59:46,1.0,0.0,0.0,1325633536.0,21590016.0,2267934720.0,539512832.0,0.0,0.0,0.0,0.0,2190.0,6965.0,10.417,14.583,72.917,0.0,0.0,2.083,17573.0,3030.0,908304.0,30966.0,1325633536.0,21590016.0,2267934720.0,539512832.0,0.250,0.290,0.380
22-02 19:59:47,0.0,0.0,0.0,1325748224.0,21590016.0,2268835840.0,538497024.0,0.0,0.0,0.0,0.0,2089.0,3213.0,3.125,1.042,94.792,0.0,1.042,0.0,1691.0,4593.0,942515.0,33652.0,1325748224.0,21590016.0,2268835840.0,538497024.0,0.230,0.280,0.370
22-02 19:59:48,1.0,0.0,1.0,1325625344.0,21590016.0,2269720576.0,537735168.0,0.0,0.0,0.0,0.0,2091.0,3074.0,5.102,5.102,88.776,0.0,0.0,1.020,3475.0,14473.0,904597.0,32841.0,1325625344.0,21590016.0,2269720576.0,537735168.0,0.230,0.280,0.370
22-02 19:59:49,1.0,0.0,0.0,1325662208.0,21590016.0,2270572544.0,536846336.0,0.0,0.0,0.0,0.0,2004.0,3203.0,2.151,0.0,97.849,0.0,0.0,0.0,1577.0,5292.0,935172.0,29442.0,1325662208.0,21590016.0,2270572544.0,536846336.0,0.230,0.280,0.370
22-02 19:59:50,1.0,0.0,0.0,1324998656.0,21590016.0,2271490048.0,536592384.0,0.0,0.0,0.0,0.0,2050.0,3100.0,3.125,1.042,94.792,0.0,1.042,0.0,18897.0,6166.0,950498.0,28662.0,1324998656.0,21590016.0,2271490048.0,536592384.0,0.230,0.280,0.370
22-02 19:59:51,1.0,0.0,0.0,1324646400.0,21590016.0,2272342016.0,536092672.0,0.0,0.0,0.0,0.0,2060.0,3085.0,2.083,2.083,95.833,0.0,0.0,0.0,6132.0,21425.0,899574.0,28332.0,1324646400.0,21590016.0,2272342016.0,536092672.0,0.230,0.280,0.370
22-02 19:59:52,0.0,0.0,0.0,1324683264.0,21590016.0,2273193984.0,535203840.0,0.0,0.0,0.0,0.0,2013.0,3019.0,3.093,1.031,93.814,1.031,0.0,1.031,7242.0,15907.0,883880.0,29024.0,1324683264.0,21590016.0,2273193984.0,535203840.0,0.210,0.280,0.370
22-02 19:59:53,1.0,0.0,0.0,1324716032.0,21598208.0,2274041856.0,534315008.0,0.0,0.0,0.0,24576.0,1993.0,3170.0,3.158,0.0,94.737,2.105,0.0,0.0,8010.0,25808.0,884036.0,24358.0,1324716032.0,21598208.0,2274041856.0,534315008.0,0.210,0.280,0.370
22-02 19:59:54,1.0,0.0,0.0,1324613632.0,21598208.0,2274906112.0,533553152.0,0.0,0.0,0.0,0.0,2092.0,3179.0,2.128,1.064,96.809,0.0,0.0,0.0,2956.0,27238.0,905230.0,41908.0,1324613632.0,21598208.0,2274906112.0,533553152.0,0.210,0.280,0.370
22-02 19:59:55,1.0,0.0,0.0,1324658688.0,21598208.0,2275749888.0,532664320.0,0.0,0.0,0.0,0.0,2048.0,3074.0,3.158,1.053,95.789,0.0,0.0,0.0,6803.0,15257.0,902978.0,28878.0,1324658688.0,21598208.0,2275749888.0,532664320.0,0.210,0.280,0.370
22-02 19:59:56,0.0,0.0,0.0,1324662784.0,21598208.0,2276634624.0,531775488.0,0.0,0.0,0.0,0.0,2021.0,3237.0,3.061,1.020,93.878,0.0,1.020,1.020,1338.0,6362.0,951498.0,26602.0,1324662784.0,21598208.0,2276634624.0,531775488.0,0.210,0.280,0.370
22-02 19:59:57,0.0,0.0,0.0,1324716032.0,21598208.0,2277597184.0,530759680.0,0.0,0.0,0.0,0.0,2131.0,3181.0,2.128,1.064,96.809,0.0,0.0,0.0,2813.0,3151.0,996670.0,31920.0,1324716032.0,21598208.0,2277597184.0,530759680.0,0.190,0.270,0.370
22-02 19:59:58,1.0,0.0,0.0,1322586112.0,21598208.0,2278567936.0,531918848.0,0.0,0.0,0.0,0.0,2176.0,3244.0,4.167,1.042,93.750,0.0,0.0,1.042,26690.0,3546.0,1035916.0,31812.0,1322586112.0,21598208.0,2278567936.0,531918848.0,0.190,0.270,0.370
